ENSG00000004846	ABCB5	HEK 293	0.0	TPM
ENSG00000004848	ARX	HEK 293	0.4	TPM
ENSG00000004864	SLC25A13	HEK 293	30.2	TPM
ENSG00000004866	ST7	HEK 293	32.4	TPM
ENSG00000004897	CDC27	HEK 293	70.7	TPM
ENSG00000004939	SLC4A1	HEK 293	0.4	TPM
ENSG00000004948	CALCR	HEK 293	0.0	TPM
ENSG00000004961	HCCS	HEK 293	49.7	TPM
ENSG00000004975	DVL2	HEK 293	45.7	TPM
ENSG00000005001	PRSS22	HEK 293	0.0	TPM
ENSG00000005007	UPF1	HEK 293	69.7	TPM
ENSG00000005020	SKAP2	HEK 293	37.6	TPM
ENSG00000005022	SLC25A5	HEK 293	685.7	TPM
ENSG00000005059	MCUB	HEK 293	16.9	TPM
ENSG00000005073	HOXA11	HEK 293	46.1	TPM
ENSG00000005075	POLR2J	HEK 293	146.8	TPM
ENSG00000005100	DHX33	HEK 293	31.0	TPM
ENSG00000005102	MEOX1	HEK 293	0.1	TPM
ENSG00000005108	THSD7A	HEK 293	0.0	TPM
ENSG00000005156	LIG3	HEK 293	26.9	TPM
ENSG00000005175	RPAP3	HEK 293	34.9	TPM
ENSG00000005187	ACSM3	HEK 293	6.0	TPM
ENSG00000005189	AC004381.6	HEK 293	4.9	TPM
ENSG00000005194	CIAPIN1	HEK 293	61.3	TPM
ENSG00000005206	SPPL2B	HEK 293	14.7	TPM
ENSG00000005238	FAM214B	HEK 293	0.6	TPM
ENSG00000005243	COPZ2	HEK 293	0.1	TPM
ENSG00000005249	PRKAR2B	HEK 293	7.1	TPM
ENSG00000005302	MSL3	HEK 293	21.3	TPM
ENSG00000005339	CREBBP	HEK 293	16.9	TPM
ENSG00000005379	TSPOAP1	HEK 293	1.3	TPM
ENSG00000005381	MPO	HEK 293	0.0	TPM
ENSG00000005421	PON1	HEK 293	0.0	TPM
ENSG00000005436	GCFC2	HEK 293	23.1	TPM
ENSG00000005448	WDR54	HEK 293	15.8	TPM
ENSG00000005469	CROT	HEK 293	8.8	TPM
ENSG00000005471	ABCB4	HEK 293	0.6	TPM
ENSG00000005483	KMT2E	HEK 293	13.5	TPM
ENSG00000005486	RHBDD2	HEK 293	40.7	TPM
ENSG00000005513	SOX8	HEK 293	1.3	TPM
ENSG00000005700	IBTK	HEK 293	6.7	TPM
ENSG00000005801	ZNF195	HEK 293	26.5	TPM
ENSG00000005810	MYCBP2	HEK 293	20.3	TPM
ENSG00000005812	FBXL3	HEK 293	52.8	TPM
ENSG00000005844	ITGAL	HEK 293	0.0	TPM
ENSG00000005882	PDK2	HEK 293	17.6	TPM
ENSG00000005884	ITGA3	HEK 293	3.2	TPM
ENSG00000005889	ZFX	HEK 293	26.1	TPM
ENSG00000005893	LAMP2	HEK 293	51.7	TPM
ENSG00000005961	ITGA2B	HEK 293	2.7	TPM
ENSG00000005981	ASB4	HEK 293	0.1	TPM
ENSG00000006007	GDE1	HEK 293	46.8	TPM
ENSG00000006015	C19orf60	HEK 293	37.5	TPM
ENSG00000006016	CRLF1	HEK 293	1.2	TPM
ENSG00000006025	OSBPL7	HEK 293	2.2	TPM
ENSG00000006042	TMEM98	HEK 293	83.8	TPM
ENSG00000006047	YBX2	HEK 293	0.1	TPM
ENSG00000006059	KRT33A	HEK 293	0.0	TPM
ENSG00000006062	MAP3K14	HEK 293	2.9	TPM
ENSG00000006071	ABCC8	HEK 293	0.1	TPM
ENSG00000006116	CACNG3	HEK 293	0.0	TPM
ENSG00000006118	TMEM132A	HEK 293	13.6	TPM
ENSG00000006125	AP2B1	HEK 293	140.6	TPM
ENSG00000006128	TAC1	HEK 293	0.7	TPM
ENSG00000006194	ZNF263	HEK 293	35.5	TPM
ENSG00000006210	CX3CL1	HEK 293	0.4	TPM
ENSG00000006282	SPATA20	HEK 293	4.2	TPM
ENSG00000006283	CACNA1G	HEK 293	0.4	TPM
ENSG00000006327	TNFRSF12A	HEK 293	9.5	TPM
ENSG00000006377	DLX6	HEK 293	3.6	TPM
ENSG00000006432	MAP3K9	HEK 293	1.7	TPM
ENSG00000006451	RALA	HEK 293	26.2	TPM
ENSG00000006453	BAIAP2L1	HEK 293	18.3	TPM
ENSG00000006459	KDM7A	HEK 293	2.1	TPM
ENSG00000006468	ETV1	HEK 293	1.5	TPM
ENSG00000006530	AGK	HEK 293	32.0	TPM
ENSG00000006534	ALDH3B1	HEK 293	0.9	TPM
ENSG00000006555	TTC22	HEK 293	0.1	TPM
ENSG00000006576	PHTF2	HEK 293	21.9	TPM
ENSG00000006606	CCL26	HEK 293	0.8	TPM
ENSG00000006607	FARP2	HEK 293	16.6	TPM
ENSG00000006611	USH1C	HEK 293	0.8	TPM
ENSG00000006625	GGCT	HEK 293	83.1	TPM
ENSG00000006634	DBF4	HEK 293	0.9	TPM
ENSG00000006638	TBXA2R	HEK 293	0.8	TPM
ENSG00000006652	IFRD1	HEK 293	54.5	TPM
ENSG00000006659	LGALS14	HEK 293	0.1	TPM
ENSG00000006695	COX10	HEK 293	17.6	TPM
ENSG00000006704	GTF2IRD1	HEK 293	12.3	TPM
ENSG00000006712	PAF1	HEK 293	93.4	TPM
ENSG00000006715	VPS41	HEK 293	27.4	TPM
ENSG00000006740	ARHGAP44	HEK 293	9.0	TPM
ENSG00000006744	ELAC2	HEK 293	112.9	TPM
ENSG00000006747	SCIN	HEK 293	9.7	TPM
ENSG00000006756	ARSD	HEK 293	0.0	TPM
ENSG00000006757	PNPLA4	HEK 293	29.0	TPM
ENSG00000006788	MYH13	HEK 293	0.0	TPM
ENSG00000006831	ADIPOR2	HEK 293	51.9	TPM
ENSG00000006837	CDKL3	HEK 293	1.1	TPM
ENSG00000007001	UPP2	HEK 293	0.0	TPM
ENSG00000007038	PRSS21	HEK 293	0.0	TPM
ENSG00000007047	MARK4	HEK 293	15.2	TPM
ENSG00000007062	PROM1	HEK 293	0.0	TPM
ENSG00000007080	CCDC124	HEK 293	318.8	TPM
ENSG00000007129	CEACAM21	HEK 293	0.0	TPM
ENSG00000007168	PAFAH1B1	HEK 293	45.3	TPM
ENSG00000007171	NOS2	HEK 293	0.3	TPM
ENSG00000007174	DNAH9	HEK 293	0.0	TPM
ENSG00000007202	KIAA0100	HEK 293	78.0	TPM
ENSG00000007216	SLC13A2	HEK 293	0.0	TPM
ENSG00000007237	GAS7	HEK 293	1.7	TPM
ENSG00000007255	TRAPPC6A	HEK 293	28.2	TPM
ENSG00000007264	MATK	HEK 293	16.5	TPM
ENSG00000007306	CEACAM7	HEK 293	0.0	TPM
ENSG00000007312	CD79B	HEK 293	0.0	TPM
ENSG00000007314	SCN4A	HEK 293	0.0	TPM
ENSG00000007341	ST7L	HEK 293	5.6	TPM
ENSG00000007350	TKTL1	HEK 293	0.7	TPM
ENSG00000007372	PAX6	HEK 293	17.3	TPM
ENSG00000007376	RPUSD1	HEK 293	67.7	TPM
ENSG00000007384	RHBDF1	HEK 293	4.9	TPM
ENSG00000007392	LUC7L	HEK 293	48.7	TPM
ENSG00000007402	CACNA2D2	HEK 293	1.6	TPM
ENSG00000007516	BAIAP3	HEK 293	1.2	TPM
ENSG00000007520	TSR3	HEK 293	97.9	TPM
ENSG00000007541	PIGQ	HEK 293	27.5	TPM
ENSG00000007545	CRAMP1	HEK 293	17.1	TPM
ENSG00000007866	TEAD3	HEK 293	5.3	TPM
ENSG00000007908	SELE	HEK 293	0.0	TPM
ENSG00000007923	DNAJC11	HEK 293	51.5	TPM
ENSG00000007933	FMO3	HEK 293	0.0	TPM
ENSG00000007944	MYLIP	HEK 293	16.9	TPM
ENSG00000007952	NOX1	HEK 293	1.3	TPM
ENSG00000007968	E2F2	HEK 293	3.8	TPM
ENSG00000008018	PSMB1	HEK 293	434.6	TPM
ENSG00000008056	SYN1	HEK 293	0.1	TPM
ENSG00000008083	JARID2	HEK 293	11.4	TPM
ENSG00000008086	CDKL5	HEK 293	2.9	TPM
ENSG00000008118	CAMK1G	HEK 293	0.0	TPM
ENSG00000008128	CDK11A	HEK 293	15.9	TPM
ENSG00000008130	NADK	HEK 293	54.1	TPM
ENSG00000008196	TFAP2B	HEK 293	0.0	TPM
ENSG00000008197	TFAP2D	HEK 293	0.0	TPM
ENSG00000008226	DLEC1	HEK 293	0.0	TPM
ENSG00000008256	CYTH3	HEK 293	13.6	TPM
ENSG00000008277	ADAM22	HEK 293	8.3	TPM
ENSG00000008282	SYPL1	HEK 293	77.5	TPM
ENSG00000008283	CYB561	HEK 293	7.2	TPM
ENSG00000008294	SPAG9	HEK 293	52.8	TPM
ENSG00000008300	CELSR3	HEK 293	0.9	TPM
ENSG00000008311	AASS	HEK 293	12.9	TPM
ENSG00000008323	PLEKHG6	HEK 293	0.1	TPM
ENSG00000008324	SS18L2	HEK 293	52.6	TPM
ENSG00000008382	MPND	HEK 293	20.3	TPM
ENSG00000008394	MGST1	HEK 293	38.5	TPM
ENSG00000008405	CRY1	HEK 293	13.9	TPM
ENSG00000008438	PGLYRP1	HEK 293	1.6	TPM
ENSG00000008441	NFIX	HEK 293	18.9	TPM
ENSG00000008513	ST3GAL1	HEK 293	1.8	TPM
ENSG00000008516	MMP25	HEK 293	1.7	TPM
ENSG00000008517	IL32	HEK 293	2.5	TPM
ENSG00000008710	PKD1	HEK 293	6.9	TPM
ENSG00000008735	MAPK8IP2	HEK 293	9.5	TPM
ENSG00000008838	MED24	HEK 293	134.6	TPM
ENSG00000008853	RHOBTB2	HEK 293	2.8	TPM
ENSG00000008869	HEATR5B	HEK 293	11.9	TPM
ENSG00000008952	SEC62	HEK 293	82.0	TPM
ENSG00000008988	RPS20	HEK 293	1642.8	TPM
ENSG00000009307	CSDE1	HEK 293	277.4	TPM
ENSG00000009335	UBE3C	HEK 293	44.1	TPM
ENSG00000009413	REV3L	HEK 293	10.0	TPM
ENSG00000009694	TENM1	HEK 293	0.0	TPM
ENSG00000009709	PAX7	HEK 293	0.3	TPM
ENSG00000009724	MASP2	HEK 293	1.9	TPM
ENSG00000009765	IYD	HEK 293	0.1	TPM
ENSG00000009780	FAM76A	HEK 293	7.8	TPM
ENSG00000009790	TRAF3IP3	HEK 293	0.0	TPM
ENSG00000009830	POMT2	HEK 293	10.9	TPM
ENSG00000009844	VTA1	HEK 293	65.7	TPM
ENSG00000009950	MLXIPL	HEK 293	6.6	TPM
ENSG00000009954	BAZ1B	HEK 293	58.5	TPM
ENSG00000010017	RANBP9	HEK 293	28.5	TPM
ENSG00000010030	ETV7	HEK 293	1.0	TPM
ENSG00000010072	SPRTN	HEK 293	22.5	TPM
ENSG00000010165	METTL13	HEK 293	26.9	TPM
ENSG00000010219	DYRK4	HEK 293	6.2	TPM
ENSG00000010244	ZNF207	HEK 293	172.7	TPM
ENSG00000010256	UQCRC1	HEK 293	111.4	TPM
ENSG00000010270	STARD3NL	HEK 293	40.9	TPM
ENSG00000010278	CD9	HEK 293	70.9	TPM
ENSG00000010282	HHATL	HEK 293	0.0	TPM
ENSG00000010292	NCAPD2	HEK 293	68.1	TPM
ENSG00000010295	IFFO1	HEK 293	13.9	TPM
ENSG00000010310	GIPR	HEK 293	0.3	TPM
ENSG00000010318	PHF7	HEK 293	1.4	TPM
ENSG00000010319	SEMA3G	HEK 293	1.3	TPM
ENSG00000010322	NISCH	HEK 293	25.6	TPM
ENSG00000010327	STAB1	HEK 293	0.2	TPM
ENSG00000010361	FUZ	HEK 293	18.0	TPM
ENSG00000010379	SLC6A13	HEK 293	0.0	TPM
ENSG00000010404	IDS	HEK 293	16.8	TPM
ENSG00000010438	PRSS3	HEK 293	0.2	TPM
ENSG00000010539	ZNF200	HEK 293	10.7	TPM
ENSG00000010610	CD4	HEK 293	0.0	TPM
ENSG00000010626	LRRC23	HEK 293	1.4	TPM
ENSG00000010671	BTK	HEK 293	0.3	TPM
ENSG00000010704	HFE	HEK 293	0.2	TPM
ENSG00000010803	SCMH1	HEK 293	16.3	TPM
ENSG00000010810	FYN	HEK 293	60.9	TPM
ENSG00000010818	HIVEP2	HEK 293	2.5	TPM
ENSG00000010932	FMO1	HEK 293	0.0	TPM
ENSG00000011007	ELOA	HEK 293	37.6	TPM
ENSG00000011009	LYPLA2	HEK 293	56.5	TPM
ENSG00000011021	CLCN6	HEK 293	5.0	TPM
ENSG00000011028	MRC2	HEK 293	4.8	TPM
ENSG00000011052	NME1-NME2	HEK 293	64.3	TPM
ENSG00000011083	SLC6A7	HEK 293	0.0	TPM
ENSG00000011105	TSPAN9	HEK 293	7.5	TPM
ENSG00000011114	BTBD7	HEK 293	3.4	TPM
ENSG00000011132	APBA3	HEK 293	4.4	TPM
ENSG00000011143	MKS1	HEK 293	19.4	TPM
ENSG00000011198	ABHD5	HEK 293	17.4	TPM
ENSG00000011201	ANOS1	HEK 293	5.0	TPM
ENSG00000011243	AKAP8L	HEK 293	41.2	TPM
ENSG00000011258	MBTD1	HEK 293	12.2	TPM
ENSG00000011260	UTP18	HEK 293	105.9	TPM
ENSG00000011275	RNF216	HEK 293	19.0	TPM
ENSG00000011295	TTC19	HEK 293	15.8	TPM
ENSG00000011304	PTBP1	HEK 293	407.5	TPM
ENSG00000011332	DPF1	HEK 293	3.5	TPM
ENSG00000011347	SYT7	HEK 293	1.5	TPM
ENSG00000011376	LARS2	HEK 293	13.6	TPM
ENSG00000011405	PIK3C2A	HEK 293	25.4	TPM
ENSG00000011422	PLAUR	HEK 293	4.9	TPM
ENSG00000011426	ANLN	HEK 293	42.0	TPM
ENSG00000011451	WIZ	HEK 293	22.1	TPM
ENSG00000011454	RABGAP1	HEK 293	14.1	TPM
ENSG00000011465	DCN	HEK 293	0.7	TPM
ENSG00000011478	QPCTL	HEK 293	12.4	TPM
ENSG00000011485	PPP5C	HEK 293	112.6	TPM
ENSG00000011523	CEP68	HEK 293	6.8	TPM
ENSG00000011566	MAP4K3	HEK 293	14.7	TPM
ENSG00000011590	ZBTB32	HEK 293	0.1	TPM
ENSG00000011600	TYROBP	HEK 293	0.0	TPM
ENSG00000011638	TMEM159	HEK 293	3.5	TPM
ENSG00000011677	GABRA3	HEK 293	0.0	TPM
ENSG00000012048	BRCA1	HEK 293	34.7	TPM
ENSG00000012061	ERCC1	HEK 293	25.7	TPM
ENSG00000012124	CD22	HEK 293	0.0	TPM
ENSG00000012171	SEMA3B	HEK 293	0.6	TPM
ENSG00000012174	MBTPS2	HEK 293	16.4	TPM
ENSG00000012211	PRICKLE3	HEK 293	7.5	TPM
ENSG00000012223	LTF	HEK 293	0.0	TPM
ENSG00000012232	EXTL3	HEK 293	17.3	TPM
ENSG00000012504	NR1H4	HEK 293	0.0	TPM
ENSG00000012660	ELOVL5	HEK 293	105.6	TPM
ENSG00000012779	ALOX5	HEK 293	0.3	TPM
ENSG00000012817	KDM5D	HEK 293	0.0	TPM
ENSG00000012822	CALCOCO1	HEK 293	18.8	TPM
ENSG00000012963	UBR7	HEK 293	13.4	TPM
ENSG00000012983	MAP4K5	HEK 293	22.8	TPM
ENSG00000013016	EHD3	HEK 293	6.7	TPM
ENSG00000013275	PSMC4	HEK 293	64.6	TPM
ENSG00000013288	MAN2B2	HEK 293	8.1	TPM
ENSG00000013293	SLC7A14	HEK 293	0.0	TPM
ENSG00000013297	CLDN11	HEK 293	0.8	TPM
ENSG00000013306	SLC25A39	HEK 293	216.8	TPM
ENSG00000013364	MVP	HEK 293	9.2	TPM
ENSG00000013374	NUB1	HEK 293	44.5	TPM
ENSG00000013375	PGM3	HEK 293	34.9	TPM
ENSG00000013392	RWDD2A	HEK 293	3.5	TPM
ENSG00000013441	CLK1	HEK 293	21.8	TPM
ENSG00000013503	POLR3B	HEK 293	11.7	TPM
ENSG00000013523	ANGEL1	HEK 293	12.2	TPM
ENSG00000013561	RNF14	HEK 293	43.7	TPM
ENSG00000013563	DNASE1L1	HEK 293	13.7	TPM
ENSG00000013573	DDX11	HEK 293	57.4	TPM
ENSG00000013583	HEBP1	HEK 293	26.9	TPM
ENSG00000013588	GPRC5A	HEK 293	4.0	TPM
ENSG00000013619	MAMLD1	HEK 293	0.3	TPM
ENSG00000013725	CD6	HEK 293	0.0	TPM
ENSG00000013810	TACC3	HEK 293	69.5	TPM
ENSG00000014123	UFL1	HEK 293	12.5	TPM
ENSG00000014138	POLA2	HEK 293	14.3	TPM
ENSG00000014164	ZC3H3	HEK 293	13.4	TPM
ENSG00000014216	CAPN1	HEK 293	39.6	TPM
ENSG00000014257	ACPP	HEK 293	0.4	TPM
ENSG00000014641	MDH1	HEK 293	191.6	TPM
ENSG00000014824	SLC30A9	HEK 293	9.4	TPM
ENSG00000014914	MTMR11	HEK 293	0.0	TPM
ENSG00000014919	COX15	HEK 293	29.3	TPM
ENSG00000015133	CCDC88C	HEK 293	3.6	TPM
ENSG00000015153	YAF2	HEK 293	15.3	TPM
ENSG00000015171	ZMYND11	HEK 293	23.5	TPM
ENSG00000015285	WAS	HEK 293	0.3	TPM
ENSG00000015413	DPEP1	HEK 293	0.6	TPM
ENSG00000015475	BID	HEK 293	58.9	TPM
ENSG00000015479	MATR3	HEK 293	167.0	TPM
ENSG00000015520	NPC1L1	HEK 293	1.8	TPM
ENSG00000015532	XYLT2	HEK 293	17.0	TPM
ENSG00000015568	RGPD5	HEK 293	9.0	TPM
ENSG00000015592	STMN4	HEK 293	0.4	TPM
ENSG00000015676	NUDCD3	HEK 293	4.4	TPM
ENSG00000016082	ISL1	HEK 293	6.4	TPM
ENSG00000016391	CHDH	HEK 293	3.7	TPM
ENSG00000016402	IL20RA	HEK 293	0.2	TPM
ENSG00000016490	CLCA1	HEK 293	0.0	TPM
ENSG00000016602	CLCA4	HEK 293	0.0	TPM
ENSG00000016864	GLT8D1	HEK 293	27.9	TPM
ENSG00000017260	ATP2C1	HEK 293	31.3	TPM
ENSG00000017427	IGF1	HEK 293	0.0	TPM
ENSG00000017483	SLC38A5	HEK 293	0.2	TPM
ENSG00000017797	RALBP1	HEK 293	43.7	TPM
ENSG00000018189	RUFY3	HEK 293	12.0	TPM
ENSG00000018236	CNTN1	HEK 293	2.4	TPM
ENSG00000018280	SLC11A1	HEK 293	0.0	TPM
ENSG00000018408	WWTR1	HEK 293	20.0	TPM
ENSG00000018510	AGPS	HEK 293	19.1	TPM
ENSG00000018610	CXorf56	HEK 293	34.4	TPM
ENSG00000018625	ATP1A2	HEK 293	0.0	TPM
ENSG00000018699	TTC27	HEK 293	25.5	TPM
ENSG00000018869	ZNF582	HEK 293	26.0	TPM
ENSG00000019102	VSIG2	HEK 293	0.3	TPM
ENSG00000019144	PHLDB1	HEK 293	3.8	TPM
ENSG00000019169	MARCO	HEK 293	0.0	TPM
ENSG00000019186	CYP24A1	HEK 293	0.0	TPM
ENSG00000019485	PRDM11	HEK 293	4.4	TPM
ENSG00000019505	SYT13	HEK 293	0.0	TPM
ENSG00000019549	SNAI2	HEK 293	0.7	TPM
ENSG00000019582	CD74	HEK 293	0.0	TPM
ENSG00000019991	HGF	HEK 293	0.1	TPM
ENSG00000019995	ZRANB1	HEK 293	10.3	TPM
ENSG00000020129	NCDN	HEK 293	31.5	TPM
ENSG00000020181	ADGRA2	HEK 293	1.8	TPM
ENSG00000020256	ZFP64	HEK 293	34.0	TPM
ENSG00000020426	MNAT1	HEK 293	50.5	TPM
ENSG00000020577	SAMD4A	HEK 293	3.3	TPM
ENSG00000020633	RUNX3	HEK 293	1.9	TPM
ENSG00000020922	MRE11	HEK 293	17.6	TPM
ENSG00000021300	PLEKHB1	HEK 293	11.5	TPM
ENSG00000021355	SERPINB1	HEK 293	7.8	TPM
ENSG00000021461	CYP3A43	HEK 293	0.0	TPM
ENSG00000021488	SLC7A9	HEK 293	0.0	TPM
ENSG00000021574	SPAST	HEK 293	9.7	TPM
ENSG00000021645	NRXN3	HEK 293	5.5	TPM
ENSG00000021762	OSBPL5	HEK 293	4.6	TPM
ENSG00000021776	AQR	HEK 293	5.4	TPM
ENSG00000021826	CPS1	HEK 293	7.2	TPM
ENSG00000021852	C8B	HEK 293	0.0	TPM
ENSG00000022267	FHL1	HEK 293	125.6	TPM
ENSG00000022277	RTFDC1	HEK 293	66.7	TPM
ENSG00000022355	GABRA1	HEK 293	0.0	TPM
ENSG00000022556	NLRP2	HEK 293	0.8	TPM
ENSG00000022567	SLC45A4	HEK 293	3.4	TPM
ENSG00000022840	RNF10	HEK 293	65.0	TPM
ENSG00000022976	ZNF839	HEK 293	17.5	TPM
ENSG00000023041	ZDHHC6	HEK 293	37.9	TPM
ENSG00000023171	GRAMD1B	HEK 293	5.1	TPM
ENSG00000023191	RNH1	HEK 293	90.1	TPM
ENSG00000023228	NDUFS1	HEK 293	22.8	TPM
ENSG00000023287	RB1CC1	HEK 293	25.2	TPM
ENSG00000023318	ERP44	HEK 293	13.1	TPM
ENSG00000023330	ALAS1	HEK 293	19.8	TPM
ENSG00000023445	BIRC3	HEK 293	0.3	TPM
ENSG00000023516	AKAP11	HEK 293	6.9	TPM
ENSG00000023572	GLRX2	HEK 293	33.1	TPM
ENSG00000023608	SNAPC1	HEK 293	6.8	TPM
ENSG00000023697	DERA	HEK 293	22.8	TPM
ENSG00000023734	STRAP	HEK 293	189.1	TPM
ENSG00000023839	ABCC2	HEK 293	0.3	TPM
ENSG00000023892	DEF6	HEK 293	1.0	TPM
ENSG00000023902	PLEKHO1	HEK 293	11.5	TPM
ENSG00000023909	GCLM	HEK 293	11.8	TPM
ENSG00000024048	UBR2	HEK 293	9.8	TPM
ENSG00000024422	EHD2	HEK 293	0.7	TPM
ENSG00000024526	DEPDC1	HEK 293	35.2	TPM
ENSG00000024862	CCDC28A	HEK 293	32.1	TPM
ENSG00000025039	RRAGD	HEK 293	11.1	TPM
ENSG00000025156	HSF2	HEK 293	33.8	TPM
ENSG00000025293	PHF20	HEK 293	8.8	TPM
ENSG00000025423	HSD17B6	HEK 293	2.1	TPM
ENSG00000025434	NR1H3	HEK 293	5.5	TPM
ENSG00000025708	TYMP	HEK 293	3.4	TPM
ENSG00000025770	NCAPH2	HEK 293	79.2	TPM
ENSG00000025772	TOMM34	HEK 293	40.1	TPM
ENSG00000025796	SEC63	HEK 293	32.8	TPM
ENSG00000025800	KPNA6	HEK 293	16.8	TPM
ENSG00000026025	VIM	HEK 293	354.0	TPM
ENSG00000026103	FAS	HEK 293	8.4	TPM
ENSG00000026297	RNASET2	HEK 293	37.2	TPM
ENSG00000026508	CD44	HEK 293	5.0	TPM
ENSG00000026559	KCNG1	HEK 293	4.1	TPM
ENSG00000026652	AGPAT4	HEK 293	7.5	TPM
ENSG00000026751	SLAMF7	HEK 293	0.0	TPM
ENSG00000026950	BTN3A1	HEK 293	5.8	TPM
ENSG00000027001	MIPEP	HEK 293	10.5	TPM
ENSG00000027075	PRKCH	HEK 293	7.2	TPM
ENSG00000027644	INSRR	HEK 293	0.0	TPM
ENSG00000027697	IFNGR1	HEK 293	28.8	TPM
ENSG00000027847	B4GALT7	HEK 293	23.2	TPM
ENSG00000027869	SH2D2A	HEK 293	0.0	TPM
ENSG00000028116	VRK2	HEK 293	19.9	TPM
ENSG00000028137	TNFRSF1B	HEK 293	0.0	TPM
ENSG00000028203	VEZT	HEK 293	6.5	TPM
ENSG00000028277	POU2F2	HEK 293	0.5	TPM
ENSG00000028310	BRD9	HEK 293	10.4	TPM
ENSG00000028528	SNX1	HEK 293	44.8	TPM
ENSG00000028839	TBPL1	HEK 293	32.0	TPM
ENSG00000029153	ARNTL2	HEK 293	14.4	TPM
ENSG00000029363	BCLAF1	HEK 293	104.5	TPM
ENSG00000029364	SLC39A9	HEK 293	18.0	TPM
ENSG00000029534	ANK1	HEK 293	0.1	TPM
ENSG00000029559	IBSP	HEK 293	0.0	TPM
ENSG00000029639	TFB1M	HEK 293	13.2	TPM
ENSG00000029725	RABEP1	HEK 293	73.2	TPM
ENSG00000029993	HMGB3	HEK 293	86.6	TPM
ENSG00000030066	NUP160	HEK 293	61.1	TPM
ENSG00000030110	BAK1	HEK 293	40.4	TPM
ENSG00000030304	MUSK	HEK 293	0.0	TPM
ENSG00000030419	IKZF2	HEK 293	0.8	TPM
ENSG00000030582	GRN	HEK 293	159.2	TPM
ENSG00000031003	FAM13B	HEK 293	16.2	TPM
ENSG00000031081	ARHGAP31	HEK 293	0.7	TPM
